id,name,token,country,is_ico,is_ieo,is_sto,ico_start,ico_end,price_usd,raised_usd,distributed_in_ico,sold_tokens,token_for_sale,whitelist,kyc,bonus,restricted_areas,min_investment,bounty,mvp,pre_ico_start,pre_ico_end,pre_ico_price_usd,platform,accepting,link_white_paper,linkedin_link,github_link,website,rating,teamsize,Coinmarketcap_identifier,ERC20,contract_address,Source
7767,EquaCoin,EQUA,Italy,,,,30.11.2017,28.02.2018,1 EQUA = 1 EUR,,,,,0,0,0,,,0,0,,,,,ETH,https://equacoin.com/whitepaper.pdf,,,http://equacoin.com,6.5,4,,1,,ICOmarks
7768,Equalizer Finance,EQZ,,,,,09.04.2021,09.04.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7769,Equifund Token,EQF,Switzerland,,,,30.01.2021,28.02.2021,1 EQF = 2 USD,,0.78,,"78,000",0,0,0,,,0,0,,,,,USDT,https://drive.google.com/file/d/1kkCwIfW91xQzNn-UYGTzvemBrNmI7VVd/view,,,http://www.equifundtoken.com,3.2,3,,0,,ICOmarks
7770,Equilibria Finance,EQB,,,,,24.05.2023,26.05.2023,,,,,,,,,,,,,,,,,,,,,,,,26556,,0xBfbCFe8873fE28Dfa25f1099282b088D52bbAD9C,CryptoRank
7771,Equilibrium,EQ,,,,,28.11.2022,04.11.2023,1 EQ = 0.0015 DOT,,,,,1,0,1,,,0,0,,,,,,https://equilibrium.io/docs/en/Equilibrium_WP.pdf,,https://github.com/equilibrium-eosdt,https://equilibrium.io/en/whitelist,5.8,,944,0,0xb508c100d107a98bd9f1e3d1dcba577cfdf01065,ICOmarks
7772,Equinox,EQX,India,,,,11.11.2021,23.12.2021,0.0089 USD,,0.20,,"15,000,000",0,0,1,,,0,0,,,0.045 EUR,,,,,,https://equinox.business,6.8,4,19794,0,,ICOmarks
7773,Era7: Game of Truth,ERA,,,,,18.02.2022,18.02.2022,,,,,,,,,,,,,,,,,,,,,,,,20035,,0xDA71E3eC0d579FED5dbABa31eEaD3cEB9e77A928,CryptoRank
7774,e-Radix,EXRD,,,,,08.10.2020,,,,,,,,,,,,,,,,,,,,,,,,,7692,,0x6468e79A80C0eaB0F9A2B574c8d5bC374Af59414,CryptoRank
7775,eREAL,EREAL,,,,,,30.09.2017,,,,,,,,,,,,,,,,,,,,,,,,2108,,0x15f173b7aca7cd4a01d6f8360e65fb4491d270c1,CryptoRank
7776,Ermine,ERM,,,,,,,,,,,,1,0,0,,,0,0,,,,,,https://ermine.pro/wp-content/uploads/WhitePaper-en.pdf,,,https://ermine.pro,6.5,3,,1,,ICOmarks
7777,ErosBook,EROS,Liechtenstein,,,,24.10.2022,16.01.2023,0.025 USD,250000,0.70,,"350,000,000",0,0,1,,,1,1,,,0.005 USD,,ETH USDT,https://erosbook.io/bundles/time/files/erosbook_whitepaper.pdf,,,https://erosbook.io/ico-home,6.1,4,,1,,ICOmarks
7778,EroticCoin,EOC,,,,,15.01.2021,15.02.2021,1 EOC = 0.01 USD,,,,,0,0,1,,,0,0,,,,,"BTC, ETH, USDT",https://www.eroticcoin.org/assets/files/white-paper.pdf,,,https://www.eroticcoin.org,5.4,3,,1,,ICOmarks
7779,Ertha,ERTHA,,,,,19.12.2021,19.12.2021,,,,,,,,,,,,,,,,,,,,,,,,12294,,0x62823659d09F9F9D2222058878f89437425eB261,CryptoRank
7780,Escobarcoin,ESCO,UK,,,,20.05.2018,30.07.2018,1 ESCO = 0.10 USD,,0.40,,"100,000,000",0,0,1,,,0,0,,,,,ETH,https://escobarcoin.io/whitepaper/Escobar-whitepaper.pdf,,,https://escobarcoin.io,5.5,3,,1,,ICOmarks
7781,Escoin,ELG,Estonia,,,,18.01.2021,19.01.2021,1 ELG = 1.5 USD,,0.40,,"100,000,000",0,0,1,,,0,0,,,1 ELG = 1.5 USD,,"BTC, ETH, VD, USDT",https://www.escoin.ee/wp-content/uploads/2020/08/Escoin-WhitePaper-v1-6-5.pdf,,,https://www.escoin.ee,6.7,6,10312,1,0xA2085073878152aC3090eA13D1e41bD69e60Dc99,ICOmarks
7782,EscoToken,ESCO,USA,,,,04.06.2018,04.09.2018,1 ESCO = 0.0946192 USD,,0.67,,"300,000,000",0,0,1,,,1,0,,,,,ETH,https://www.escotoken.net/images/White-Paper-01.pdf,,,http://escotoken.net,4.4,2,,1,,ICOmarks
7783,ESCROW PROTOCOL,ESCROW,,,,,24.07.2021,31.10.2021,0.0500 USD,,,,,0,0,0,,,0,0,,,,,,https://escrowprotocol.app/wp-content/uploads/2021/06/Escrow-Protocol-Presentation_PUBLIC.pdf,,,https://www.escrowprotocol.app,6.5,5,12091,0,0xcf6baa0ede177f446da2aa111a594e6fcee89669,ICOmarks
7784,eSDChain ,SDA,,,,,,10.12.2017,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7785,ESHOP,ESHOP,,,,,01.07.2021,30.09.2021,0.000900 USD,,,,,0,0,0,,,0,0,,,,,,https://eshop.finance/documents/WHITEPAPER.pdf,,,https://www.eshop.finance,6.1,,,1,,ICOmarks
7786,ESP Coin,E$P,Ireland,,,,,,,,0.30,,"150,000,000,000",0,0,0,,,0,0,,,,,,https://espcoin.io/assets/ESP%20Project%20White%20Paper.pdf,,https://github.com/espcoin,https://espcoin.io,6.5,4,14956,1,0xEbD880564D73566B7479801eD6c17D1c395deCB4,ICOmarks
7787,ESPL Arena,ARENA,,,,,16.01.2023,16.01.2023,,,,,,,,,,,,,,,,,,,,,,,,23239,,0xCfFD4D3B517b77BE32C76DA768634dE6C738889B,CryptoRank
7788,eSports EcoSystem,ESE,,,,,15.09.2018,31.10.2018,1 ESE = 0.0039 USD,,0.63,,"6,330,000,000",1,0,0,,,0,0,,,1 ESE = 0.0019 USD,,ETH,https://www.esportsecosystem.com/documents/ESE_Whitepaper_V5.pdf,,,http://www.esportsecosystem.com,6.2,10,,0,,ICOmarks
7789,ETALON,ETAL,,,,,15.12.2022,15.04.2023,1 ETAL = 5 EUR,,,,,0,0,0,,,0,0,,,,,,https://etalon.cash/assets/pdf/Etalon_Whitepaper_English_230409.pdf,,,https://etalon.cash,5.8,3,,0,,ICOmarks
7790,Etermon,ETM,,,,,14.03.2022,14.03.2022,,,,,,,,,,,,,,,,,,,,,,,,16579,,0x75bDEd6BF44bb01527138673dCc064DBe3E7d96d,CryptoRank
7791,ETF,ETF,,,,,25.06.2022,25.07.2022,,,,,,0,0,0,,,0,0,,,,,,https://storage.googleapis.com/production-bluehost-v1-0-7/257/1368257/8kplwrtK/502470a2edd24b2e8ab112e144477ddc,,,http://etftoken.net,1.8,3,28364,1,0x667210a731447F8B385e068205759BE2311b86d4,ICOmarks
7792,Ether BB,ETHBB,"Hong Kong, China",,,,02.11.2017,17.11.2017,,,,,,0,0,0,,,0,0,,,,,ETH,,,,https://etherbb.com,2.1,,,1,,ICOmarks
7793,Etherdieum,ED,UK,,,,22.02.2021,03.05.2021,1 ED = 1.5 USD,,0.40,,"2,000,000,000",0,0,1,,,0,0,,,,,"BTC, ETH, XRP, USDT",https://www.etherdieum.io/etherdieum_whitepaper.pdf,,,https://www.etherdieum.io,6.5,5,,1,,ICOmarks
7794,Ethereal,ETL,India,,,,01.03.2018,30.04.2018,1 ETL = 3 USD,,0.67,,"20,000,000",0,0,0,,,0,0,,,1 ETL = 0.05 USD,,ETH,https://www.theethereal.info/upload/je/39849eb7b415d4d133f7ebc8a639b89a.pdf,,,http://theethereal.info,3.9,4,28895,1,0x22714c3532b4D52256f3c683e34170266b888D55,ICOmarks
7795,Ethereum Diamond,ETD,UK,,,,14.11.2020,21.05.2021,1 ETD = 0.0004 ETH,,1.00,,"977,135,751",1,1,1,,,0,0,,,1 ETD = 0.00028 ETH,,ETH,https://ethereumdiamond.live/etdwpfinal.pdf,,,https://ethereumdiamond.live,5.2,,,1,0x785892a1540fcdb74c0010f331aa8b6c68fd90b1,ICOmarks
7796,Etherlite,ETL,Switzerland,,,,15.05.2021,30.06.2021,1 ETL = 0.03 USD,,0.25,,"5,250,000,000",0,0,0,,,0,1,,,1 ETL = 0.03 USD,,ETH,https://etherlite.org/assets/doc/EtherLite-Whitepaper.pdf,,,https://etherlite.org/home,9.3,7,10832,1,0x71abbd6b628da7874e9861b6a9e5d67b10eec729,ICOmarks
7797,Ethermon,EMON,,,,,18.05.2021,18.05.2021,,,,,,,,,,,,,,,,,,,,,,,,9651,,0xd6a5ab46ead26f49b03bbb1f9eb1ad5c1767974a,CryptoRank
7798,Ethernaal,NAAL,,,,,27.10.2021,01.11.2021,,,,,,,,,,,,,,,,,,,,,,,,13965,,0xc133529e57681b2999708f9458be5634e293995e,CryptoRank
7799,Ethernity Chain,ERN,,,,,08.03.2021,07.03.2021,,,,,,,,,,,,,,,,,,,,,,,,8615,,0xbbc2ae13b23d715c30720f079fcd9b4a74093505,CryptoRank
7800,Etheros,ETS,,,,,01.03.2022,11.05.2022,1 ETS = 1.1 USD,,0.67,,"100,000,000",0,0,0,,,0,0,,,,,"ETH, BTC, USDC, USDT",https://etheros.io/docs/whitepaper_etheros_en.pdf,,,https://etheros.io/index.html,8.1,16,,1,,ICOmarks
7801,EtherSpace,ETS,,,,,01.02.2020,01.05.2020,,,,,,0,0,1,,,0,0,,,,,,https://drive.google.com/file/d/1_XmUYXwlvurkjYFZitmo7L9uEPj1WoZQ/view,,,https://etherspace.network,5.3,,,1,0x79e3476b31ce53c8981fe22b9c204bee45ee3405,ICOmarks
7802,ETHforestAI,ETHFAI,,,,,16.03.2023,16.03.2023,,,,,,,,,,,,,,,,,,,,,,,,24030,,0x67c31056358b8977ea95a3a899dd380d4bced706,CryptoRank
7803,Ethical Finance,ETHi,United States,,,,,,,,,,,0,0,0,,,0,0,,,,,,https://ethicalfinance.co/whitepaper/,,,https://ethicalfinance.co,4.7,3,29197,1,0xf4584D3067Ce2f1C3C0779D91bb960678f8fF1dE,ICOmarks
7804,Ethlas,ELS,,,,,27.06.2023,27.06.2023,,,,,,,,,,,,,,,,,,,,,,,,25196,,0xEb575C45004bd7B61C6A8D3446a62a05a6Ce18d8,CryptoRank
7805,Ethora Finance,ETR,,,,,26.07.2024,29.07.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7806,ETHPad,ETHPAD,,,,,04.08.2021,04.08.2021,,,,,,,,,,,,,,,,,,,,,,,,10747,,0x8dB1D28Ee0d822367aF8d220C0dc7cB6fe9DC442,CryptoRank
7807,ETNA Metabolism,MTB,,,,,01.02.2022,08.02.2022,,,,,,,,,,,,,,,,,,,,,,,,17621,,0x36C618F869050106e1F64d777395baF7d56A9Ead,CryptoRank
7808,ETNA Network,ETNA,,,,,22.03.2021,22.03.2021,,,,,,,,,,,,,,,,,,,,,,,,8962,,0x51f35073ff7cf54c9e86b7042e59a8cc9709fc46,CryptoRank
7809,eTukTuk,TUK,Worldwide,,,,01.02.2024,31.05.2024,1 $TUK = $0.03,483782,0.10,,"200,000,000",1,0,1,,,1,1,,,1 $TUK = $0.02575,,BNB USDT card,https://etuktuk.io/assets/documents/whitepaper.pdf,,,https://etuktuk.io,6.5,,,0,,ICOmarks
7810,Euclid Finance,ECL,,,,,04.04.2024,04.04.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7811,Evanesco,EVA,,,,,07.06.2021,08.06.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7812,Evelon,EVLN,,,,,06.10.2023,07.10.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7813,EventsX,EVEX,,,,,09.01.2024,12.01.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7814,Everdome,DOME,,,,,08.02.2022,09.02.2022,,,,,,,,,,,,,,,,,,,,,,,,16432,,0x475bfaa1848591ae0e6ab69600f48d828f61a80e,CryptoRank
7815,EverEarn,EARN,,,,,,,,,,,,0,0,0,,,0,0,,,,,,https://everearn.net/wp-content/uploads/2022/01/EverEarn_WhitePaper_v7.pdf,,https://github.com/EverEarn/EverEarnProject,https://everearn.net,7,4,17781,0,0x47d42E0e864ceFf8C4270F7b6E1f6F91Da45882C,ICOmarks
7816,Evermoon,EVM,,,,,24.04.2024,25.04.2024,,,,,,,,,,,,,,,,,,,,,,,,22400,,,CryptoRank
7817,Evo Exchange,EvoX,,,,,04.06.2024,07.06.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7818,Evol Network,EVOL,Australia,,,,15.03.2022,12.12.2022,0.055 USD,,,,,0,0,1,,,1,0,,,0.05 USD,,,https://evolnetwork.com/static/documents/whitepaper.pdf,,,https://evolnetwork.com,8.8,7,14812,1,0x5149481a60b57f48a7a97dedc5a28615add8b81f,ICOmarks
7819,Evolia Protocol,EVO,,,,,24.05.2023,24.05.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7820,Evoload,EVLD,,,,,21.02.2024,23.02.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7821,Evolve,Evolve,,,,,,,,,,,,1,0,0,,,0,0,,,,,,https://web2.evolve.technology/whitepaper.html,,,https://web2.evolve.technology,4,,,0,,ICOmarks
7822,ExaPool,EXA,,,,,,,1 EXA = 3 USD,,,,,0,0,0,,,0,0,,,,,,,,,https://www.exapool.finance,1.4,,,0,,ICOmarks
7823,Exchase,EXSE,Estonia,,,,27.12.2020,31.12.2020,1 EXSE = 0.3 USD,,0.01,,"1,000,000",0,1,0,,,1,1,,,1 EXSE = 0.0004 ETH,,ETH,https://exchase.top/en/Exchase_WhitePaper_EN.pdf,,,https://exchase.io,6.9,3,,1,,ICOmarks
7824,Exeedme,XED,,,,,30.12.2020,30.12.2020,,,,,,,,,,,,,,,,,,,,,,,,8163,,0xee573a945b01b788b9287ce062a0cfc15be9fd86,CryptoRank
7825,exeno coin,EXN,,,,,,,,,,,,0,0,0,,,0,0,,,,,,https://whitepaper.exeno.com/,,,https://coin.exeno.com,3,,20323,0,0x0c9b3aB1bd0CF0745625381F5C3Aa1CD9BBc7Abb,ICOmarks
7826,ExeOdium,ODIUM,,,,,,,,,,,,0,0,0,,,0,0,,,,,,,,,http://www.exeodium.com,3.6,3,,0,,ICOmarks
7827,EXIP,EXIP,,,,,,,10USDT,,,,,0,0,0,,,0,0,,,,,,https://exip.live/white-paper/,,,https://exip.live,5.8,,16239,0,0x5a351f5b989125f0f076123d9e4b57ab043c5e3a,ICOmarks
7828,Exo Fortune,EFT,,,,,,,,,,,,0,0,0,,,1,0,,,,,,https://exofortune.gitbook.io/eft/,,https://github.com/exofortune,https://exofortune.io,2.4,,,0,,ICOmarks
7829,Exori,EXO,,,,,,,,,,,,1,0,0,,,0,0,,,,,,http://docs.exori.me/,,,https://exori.me,1.6,,,0,,ICOmarks
7830,Expo Token,EXPO,Cyprus,,,,01.04.2018,01.05.2018,,,,,,0,0,0,,,0,0,,,,,,https://online-expo.com/token_eng.pdf,,,https://online-expo.com/expotoken/index.html,4.9,14,,1,,ICOmarks
7831,Extractor,EXR,USA,,,,11.06.2021,01.08.2021,0.00008 USD,,,,,0,0,0,,,0,0,,,,,,https://www.extractorcrypto.com/wp-content/uploads/2021/06/Extractor-Whitepaper-1.pdf,,,https://www.extractorcrypto.com,4.5,,,0,,ICOmarks
7832,ExtStock Token,XT,UK,,,,15.01.2020,15.04.2020,1 XT = 0.015 USD,,0.50,,"500,000,000",0,0,1,,,0,1,,,,,"ETH, BTC, Fiat",https://extstock.com/documents/ieo/xt/whitepaper.pdf,,,https://extstock.com/ieo/xt,5.8,,5186,1,0xef65887a05415bf6316204b5ffb350d4d1a19bba,ICOmarks
7833,Exverse,EXVG,,,,,15.04.2024,16.04.2024,,,,,,,,,,,,,,,,,,,,,,,,30772,,0xBb7D61D2511fD2e63F02178ca9B663458Af9FC63,CryptoRank
7834,EXXO Exchange,EXXO,Singapore,,,,15.02.2018,15.03.2018,,,0.75,,"93,750,000",1,1,0,,,0,0,,,,,ETH,https://exxo.io/Exxo-Whitepaper.pdf,,,https://www.exxo.io,4.8,4,,1,,ICOmarks
7835,Exzie,EXZ,UK,,,,,,2 USD,,0.50,,"50,000,000",0,0,0,,,0,0,,,,,,https://www.exzie.io/wp-content/uploads/2021/06/Exzie-Whitepaper.pdf,,,http://Exzie (EXZ),3.1,,,0,0x3a19912706f8c2d7daaba746a7fcb3cadb358b7e,ICOmarks
7836,Exzo Network,XZO,,,,,,,0.05 USD,,,,,0,0,0,,,0,0,,,,,"ETH, USDT, BUSD, USDC, BNB, MATIC, WBTC, DAI",https://docs.exzo.technology/,,https://github.com/ExzoNetwork,https://exzo.network,6,,22072,1,,ICOmarks
7837,EZ Exchange,EZX,Malta,,,,,,1 EZX = 0.40 USD,,0.50,,"100,000,000",1,1,0,,,0,1,,,1 EZX = 0.30 USD,,"ETH, Fiat",http://www.ezexchange.com/downloads/ezexchange-whitepaper.pdf,,https://github.com/ezexchange/,http://www.ezexchange.com,8.8,11,,1,,ICOmarks
7838,EZswap,EZSWAP,,,,,12.03.2024,12.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7839,Fabwelt,WELT,,,,,14.11.2021,14.11.2021,,,,,,,,,,,,,,,,,,,,,,,,14681,,0x1785113910847770290F5F840b4c74fc46451201,CryptoRank
7840,facba token,FCBT,,,,,,,1 FCBT = 1.9 USD,,,,,0,0,0,,,0,0,,,,,,https://facbatoken.com/#whitepaper,,,https://facbatoken.com,1.4,,,0,,ICOmarks
7841,FaceOS,FCOS,,,,,12.08.2022,25.09.2022,,,,,,0,0,0,,,0,1,,,0.095 FCOS,,,https://faceos.app/en-faceos-onepager.pdf,,,https://faceos.app,4.9,,,0,,ICOmarks
7842,Factom,Factoid,USA,,,,30.03.2015,14.05.2015,1 Factoid = 0.00588 BTC,538000,,,,0,0,0,,,0,0,,,,,BTC,https://www.factom.com/devs/docs/guide/factom-white-paper-1-0,,https://github.com/FactomProject,http://factom.org,7.5,29,1087,0,,ICOmarks
7843,Factor DAO,FCTR,,,,,20.02.2023,24.02.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7844,Faded & Famous,OZZY,,,,,01.07.2022,31.07.2022,,,,,,0,0,0,,,0,0,,,,,,https://www.fadedandfamous.com/_files/ugd/bfc2a5_e4737260c77640899dd20b60c107a164.pdf,,,http://www.fadedandfamous.com,3.5,,,0,,ICOmarks
7845,Fado,ADO,,,,,06.11.2021,07.11.2021,1 USDT = 33 ADO,,,,,0,0,0,,,0,0,,,1=$0.03,,"BUSD, USDT",https://docs.fadoglobal.io/,,,https://token.fadoglobal.io,4.9,7,16663,0,0x827d24bb2aad813fe6f49b798f44cce4c48bd478,ICOmarks
7846,FADO Go,FADO,,,,,08.02.2022,08.02.2022,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7847,FairGame,FAIR,,,,,,30.12.2017,,,,,,,,,,,,,,,,,,,,,,,,2366,,0x9b20dabcec77f6289113e61893f7beefaeb1990a,CryptoRank
7848,Faith Tribe,FTRB,,,,,23.02.2022,23.02.2022,,,,,,,,,,,,,,,,,,,,,,,,18386,,0x2596825a84888E8f24b747DF29e11b5dd03C81D7,CryptoRank
7849,Falkonrocket,FROCKET,,,,,,30.04.2023,1 Frocket = 0.00005$,,,,,0,0,0,,,0,0,,,,,,,,,https://falkonrocket.site,1.2,,,0,,ICOmarks
7850,FAME,FAME,,,,,,,,,,,,0,0,0,,,0,0,,,,,,https://famecoin.ai/whitepaper/,,,https://famecoin.ai,4.2,,7072,0,0xf2da15ae6ef94988534bad4b9e646f5911cbd487,ICOmarks
7851,Fame MMA,FAME,,,,,29.04.2022,30.04.2022,,,,,,,,,,,,,,,,,,,,,,,,19886,,0x28ce223853d123b52c74439b10b43366d73fd3b5,CryptoRank
7852,Fanadise,FAN,,,,,29.07.2021,30.07.2021,,,,,,,,,,,,,,,,,,,,,,,,10221,,0xb6d48fcef36e19681ee29896b19c1b6cbd1eab1b,CryptoRank
7853,Fancy Games,FNC,,,,,13.12.2021,14.12.2021,,,,,,,,,,,,,,,,,,,,,,,,13715,,0x7f280daC515121DcdA3EaC69eB4C13a52392CACE,CryptoRank
7854,fancythattoken,FNCY,,,,,,,0.0005 USD,,,,,0,0,0,,,0,0,,,,,"BNB, BUSD",https://fancythattoken.io/whitepaper,,,https://fancythattoken.io,7.3,3,20595,0,0x59185ab959c4807d991587256c231b36f94831cd,ICOmarks
7855,Fandoo,FANDOO,,,,,,,one FANDOO = 0.17 $,,,,,0,0,0,,,0,1,,,0.3 USD,,,https://fandoo.io/Document/whitepaper.pdf,,,https://fandoo.io,4.7,,,0,,ICOmarks
7856,Fantasy Digital,FTXXX,Canada,,,,01.03.2022,30.04.2022,0.02 CAD,,,,,0,0,1,,,0,0,,,0.01 CAD,,"CAD, ETH, Matic, USDT",https://www.fantasydigital.co/assets/pdf/FantasyCoinWhitepaper.pdf,,,https://www.fantasydigital.co,4.8,1,,1,,ICOmarks
7857,Fantom Maker,FAME,,,,,13.01.2022,14.01.2022,,,,,,,,,,,,,,,,,,,,,,,,18567,,0xA40e4b91aFa53aE65D793831218Adf869eaBB1A3,CryptoRank
7858,FantomPAD,FPAD,,,,,14.03.2022,14.03.2022,,,,,,,,,,,,,,,,,,,,,,,,18349,,0xb04770CFc19Bc6089934F15e80867BF1Fdb790c5,CryptoRank
7859,FantomStarter,FS,,,,,01.11.2021,02.11.2021,,,,,,,,,,,,,,,,,,,,,,,,13237,,0x05ec81610ab47a094502bac0d7ec256f06a1c6f8,CryptoRank
7860,FAR,FCT,,,,,,,0.12 USD,,0.30,,"15,000,000",0,0,0,,,0,0,,,,,"ETH, BSC",https://farswap.com/wp-content/uploads/2021/04/Farswap-White-Paper-1.0.pdf,,https://github.com/FarSwap-repo,http://www.farswap.com,6.3,,8932,0,0x468c5be22d37607efac413a4df4e88ea3527f514,ICOmarks
7861,FaraLand,FARA,,,,,12.06.2021,12.06.2021,,,,,,,,,,,,,,,,,,,,,,,,9530,,0xF4Ed363144981D3A65f42e7D0DC54FF9EEf559A1,CryptoRank
7862,Farcana,Farcana,,,,,,,,,,,,1,0,0,,,0,0,,,,,,https://files.farcana.com/en/whitepaper.pdf,,,https://farcana.com/en,7.6,3,22331,0,0x5F32AbeeBD3c2fac1E7459A27e1AE9f1C16ccccA,ICOmarks
7863,FARM (Food And Resource Matrix),FARM,India,,,,,,,,0.71,,"20,000,000",0,0,0,,,1,0,,,,,ETH,https://foodandresourcematrix.com/Whitepaper_FARM_En.pdf,,,https://foodandresourcematrix.com,5.2,9,,1,,ICOmarks
7864,Farmsent,FARMS,United Arab Emirates,,,,,,,,,,,0,0,0,,,0,0,,,,,,https://www.farmsent.io/assets/images/Farmsent-Whitepaper.pdf,,,https://www.farmsent.io,4.7,3,26494,0,0xf2dA37643c25Ca14291c2A69F51423ed9B7Ff4b0,ICOmarks
7865,Fashion Metaverse,Fashion Metaverse,,,,,,,,,,,,0,0,0,,,0,0,,,,,,,,,https://fashionmetaverse.net,3.5,3,,0,,ICOmarks
7866,FAST INVEST,FIT,Estonia,,,,01.04.2018,01.04.2019,0.0100 USD,,0.40,,5,0,0,0,,,0,1,,,,,"ETH, BTC",https://fastinvest.com/documents/fast-invest-whitepaper.pdf,,https://github.com/Fast-Invest,https://fastinvest.com/en/ico,7.9,5,,1,,ICOmarks
7867,Fasttoken,FTN,,,,,,,1  FTN = 0.4291 USDT,,,,,0,0,0,,,0,0,,,,,,https://docs.fasttoken.com/fasttoken-official-whitepaper.pdf,,,https://www.fasttoken.com,5.4,,22615,0,,ICOmarks
7868,Fayre,FAYRE,,,,,02.03.2022,24.03.2022,0.16 USD,,,,,0,0,0,,,0,0,,,,,,https://docsend.com/view/kaazh68gyfi72rcg,,,http://fayre.com,7.9,7,19389,1,0xAb4C44973BEFba9294F47e21E6BEB79A3C1D7d9F,ICOmarks
7869,Fazzcoin,FAZZ,,,,,,05.03.2018,,,,,,,,,,,,,,,,,,,,,,,,1635,,,CryptoRank
7870,FC Porto,PORTO,,,,,16.11.2021,16.11.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7871,Fear,FEAR,,,,,18.05.2021,20.05.2021,,,,,,,,,,,,,,,,,,,,,,,,9866,,0x88a9a52f944315d5b4e917b9689e65445c401e83,CryptoRank
7872,FeelingMeta,FM,,,,,,,"0,05 USD",,,,,0,0,0,,,0,0,,,,,,https://feelingmeta.io/WhitePaper_FeelingMeta_VA.pdf,,,https://feelingmeta.io/en,6.7,11,,0,,ICOmarks
7873,Fenerbahce.Finance,FNB,,,,,,,0.00000000000016 BNB,,0.25,,"25,000,000,000,000",0,0,0,,,0,0,,,,,,https://fenerbahce.finance/white-paper/,,,https://fenerbahce.finance,2.6,,,0,,ICOmarks
7874,Fermion Protocol,FMION,,,,,,,,,,,,0,0,0,,,0,0,,,,,,,,,https://www.fermionprotocol.io,2.3,,,1,,ICOmarks
7875,Fibit Coin,FBT,,,,,,,,,,,,0,0,0,,,0,1,,,,,,https://www.fibitpro.com/whitepaper,,,https://www.fibitpro.com,1.9,,19586,0,,ICOmarks
7876,Fibonacci,FIBO,,,,,,,,,0.20,,"200,000,000",0,0,0,,,0,0,,,,,,https://drive.google.com/file/d/1M5Wxo1nPsNuwfPSv0B2JTnFiWtBnPMWD/view,,,https://www.fiboproject.com,2.6,,,0,,ICOmarks
7877,FidelitySuite,STK,Italy,,,,30.06.2019,31.10.2019,1 STK = 0.24 USD,,0.60,,"60,000,000",0,1,0,,,0,0,,,1 STK = 0.18 USD,,ETH,https://www.fidelitysuite.com/wp-content/uploads/2018/11/WHITE-PAPER_THE-SUITE_ENG_ONLINE.pdf,,,https://www.fidelitysuite.com,8.3,13,,0,,ICOmarks
7878,Fidira,FID,,,,,21.10.2021,22.10.2021,,,,,,,,,,,,,,,,,,,,,,,,13265,,0x9A4Eb698e5DE3D3Df0a68F681789072DE1E50222,CryptoRank
7879,FIDOMETA,FMC,,,,,,,1 FMC = 0.004 USDT,,,,,0,0,0,,,0,0,,,,,,https://www.fidometa.io/whitepaper.pdf,,,https://www.fidometa.io,6.2,2,19601,0,0xd1baaed91361cea01a2d9be0ca8988756163971a,ICOmarks
7880,Fief Guild,WOOD,,,,,14.03.2022,15.03.2022,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoRank
7881,FIFA Chain,FIFA,,,,,05.06.2018,31.08.2018,1 FIFA = 0.001 ETH,,0.40,,"4,000,000,000",0,0,0,,,0,0,,,,,ETH,http://www.fifachain.io/assets/fifa_whitepaper_en.pdf,,,http://www.fifachain.io,3.3,1,,1,,ICOmarks
7882,Fileers,FPFS,,,,,,,,,,,,0,0,0,,,0,0,,,,,,https://fileers.com/web/whitepaper.pdf,,,http://fileers.com,3.7,,,0,,ICOmarks
7883,FilmBusinessBuster,FBB,Venezuela,,,,01.06.2019,30.06.2019,,,0.49,,"510,000",0,1,0,,,0,1,,,1 FBB = 0.005 ETH,,ETH,https://estudios-amazonia.com/FilmBusinessBuster_WP.pdf,,https://github.com/estudios-amazonia/FilmBusinessBuster,http://filmbusinessbuster.com,6.3,3,,1,0x29fb4cee43155baab885897f0e96b1f0572a1e86,ICOmarks
7884,FILSCOIN,FILS,,,,,,,1 FILS = $0.0023,,,,,0,0,0,,,0,0,,,,,,,,,https://filscoin.io,2.3,4,,1,0x8377f6936fb22da3688a8030dd1b965af30961c6,ICOmarks
7885,Fimi Market NFT Marketplace Token,FIMI,,,,,,,,,,,,0,0,0,,,0,0,,,,,,https://fimi.market/pdf/whitepaper.pdf,,,https://fimi.market,3.9,,17319,0,,ICOmarks
